customer_key,customer_number,customer_name,age,age_group,customer_segment,last_order_date,recency,total_orders,total_sales,total_quantity,total_products,lifespan,avg_order_value,avg_monthly_spend
1006,AW00012005,Gilbert Shen,,50 and above,VIP,2013-08-17,154,3,6985,6,6,21,2328.33,332.62
1007,AW00012006,Richard Blue,,50 and above,New,2013-07-29,155,3,144,6,6,2,48.0,72.0
1008,AW00012007,Shannon Sun,,50 and above,VIP,2013-09-21,153,3,7024,8,7,21,2341.33,334.48
1009,AW00012008,Sharon Yuan,,50 and above,New,2014-01-20,149,3,79,5,5,7,26.33,11.29
1010,AW00012009,Ann Martinez,,50 and above,VIP,2013-08-13,154,3,8195,7,7,20,2731.67,409.75
1011,AW00012010,Max Serrano,,50 and above,VIP,2013-08-06,154,3,8203,8,8,20,2734.33,410.15
1012,AW00012011,Morgan Johnson,,50 and above,Regular,2013-12-15,150,3,4736,6,6,24,1578.67,197.33
1013,AW00012012,Monica Schmidt,,50 and above,New,2013-08-12,154,3,74,4,4,6,24.67,12.33
1014,AW00012013,Kayla Lewis,,50 and above,Regular,2013-03-09,159,2,3950,3,3,15,1975.0,263.33
1015,AW00012014,Devin Sanders,,50 and above,Regular,2013-05-29,157,2,3950,3,3,17,1975.0,232.35
1016,AW00012015,Jacob White,,50 and above,New,2013-04-22,158,1,62,3,3,0,62.0,62.0
1017,AW00012016,Meredith Serrano,,50 and above,VIP,2013-06-01,156,2,5913,4,4,19,2956.5,311.21
1018,AW00012017,David Simmons,,50 and above,New,2013-03-20,159,1,2340,3,3,0,2340.0,2340.0
1019,AW00012018,Devin Henderson,,50 and above,VIP,2013-09-24,153,2,6012,6,6,23,3006.0,261.39
1020,AW00012019,Gabrielle Cox,,50 and above,New,2013-09-25,153,1,75,3,3,0,75.0,75.0
1021,AW00012020,Olivia Rogers,,50 and above,New,2013-10-12,152,1,804,3,3,0,804.0,804.0
1022,AW00012021,Deborah Yuan,,50 and above,Regular,2013-05-13,157,2,4044,5,5,17,2022.0,237.88
1023,AW00012022,Jose Wright,,50 and above,New,2013-09-02,153,2,136,6,6,1,68.0,136.0
1024,AW00012023,Fernando Johnson,,50 and above,VIP,2013-10-03,152,2,5933,3,3,24,2966.5,247.21
1025,AW00012024,Samuel Edwards,,50 and above,New,2013-08-17,154,2,84,4,4,6,42.0,14.0
1026,AW00012025,Logan Diaz,,50 and above,VIP,2013-06-13,156,2,5910,4,4,19,2955.0,311.05
1027,AW00012026,Lucas Flores,,50 and above,VIP,2013-06-01,156,2,5977,5,5,19,2988.5,314.58
1028,AW00012027,Haley Wood,,50 and above,VIP,2013-07-26,155,2,5913,4,4,20,2956.5,295.65
1029,AW00012028,Sarah Lewis,,50 and above,New,2013-09-26,153,1,40,2,2,0,40.0,40.0
1030,AW00012029,Damien Hu,,50 and above,New,2013-08-02,154,1,55,4,4,0,55.0,55.0
1031,AW00012030,Ana Washington,,50 and above,VIP,2013-07-26,155,2,5970,4,4,20,2985.0,298.5
1032,AW00012031,Logan Jai,,50 and above,New,2013-11-06,151,1,769,1,1,0,769.0,769.0
1033,AW00012032,Tyler Taylor,,50 and above,New,2013-02-20,160,1,615,4,4,0,615.0,615.0
1034,AW00012033,Kristen Guo,,50 and above,VIP,2013-07-13,155,2,5949,4,4,20,2974.5,297.45
1035,AW00012034,Julian Long,,50 and above,New,2014-01-20,149,3,74,6,4,4,24.67,18.5
1036,AW00012035,Gerald Prasad,,50 and above,New,2013-05-14,157,3,81,6,5,3,27.0,27.0
1037,AW00012036,Summer Lopez,,50 and above,New,2013-10-08,152,3,69,5,4,7,23.0,9.86
1038,AW00012037,Patricia Chapman,,50 and above,VIP,2013-09-09,153,3,7107,8,8,21,2369.0,338.43
1039,AW00012038,George Vance,,50 and above,New,2014-01-26,149,3,91,5,5,8,30.33,11.38
1040,AW00012039,Ricardo Nath,,50 and above,VIP,2013-08-06,154,3,8212,9,8,20,2737.33,410.6
1041,AW00012040,Richard Torres,,50 and above,New,2014-01-06,149,2,51,4,4,11,25.5,4.64
1042,AW00012041,Seth Martin,,50 and above,VIP,2013-07-01,155,2,5998,6,6,20,2999.0,299.9
1043,AW00012042,Alex Carter,,50 and above,VIP,2013-07-12,155,2,5975,4,4,20,2987.5,298.75
1044,AW00012043,Carson Patterson,,50 and above,New,2013-12-13,150,2,104,4,4,3,52.0,34.67
1045,AW00012044,Madeline Lopez,,50 and above,New,2013-12-01,150,2,106,5,5,1,53.0,106.0
1046,AW00012045,Luis Russell,,50 and above,New,2013-11-02,151,2,66,3,3,6,33.0,11.0
1047,AW00012046,Alexa Cook,,50 and above,New,2013-04-18,158,2,44,2,2,2,22.0,22.0
1048,AW00012047,Alexandra Davis,,50 and above,New,2013-10-17,152,2,44,2,2,5,22.0,8.8
1049,AW00012048,Kayla Coleman,,50 and above,New,2013-11-26,151,2,134,5,5,2,67.0,67.0
1050,AW00012049,Angela Russell,,50 and above,New,2013-11-09,151,2,171,6,6,3,85.5,57.0
1051,AW00012050,Aaron Young,,50 and above,VIP,2013-02-06,160,2,6024,6,6,15,3012.0,401.6
1052,AW00012051,Isaiah Scott,,50 and above,New,2013-05-31,157,2,90,3,3,3,45.0,30.0
1053,AW00012052,Makayla Ward,,50 and above,VIP,2013-02-09,160,2,5935,4,4,15,2967.5,395.67
1054,AW00012053,Cedric Gao,,50 and above,VIP,2013-01-30,161,2,5973,5,5,15,2986.5,398.2
1055,AW00012054,Luke Diaz,,50 and above,New,2013-12-17,150,5,403,11,8,11,80.6,36.64
1056,AW00012055,Arianna Richardson,,50 and above,New,2014-01-16,149,4,104,8,7,11,26.0,9.45
1057,AW00012056,Ian Ward,,50 and above,New,2014-01-03,149,4,254,11,8,7,63.5,36.29
1058,AW00012057,Madeline Collins,,50 and above,New,2013-07-07,155,2,87,3,3,5,43.5,17.4
1059,AW00012058,Chloe Nelson,,50 and above,VIP,2013-02-03,160,2,5936,4,4,15,2968.0,395.73
1060,AW00012059,Jason Jenkins,,50 and above,VIP,2013-02-22,160,2,5930,4,4,15,2965.0,395.33
1061,AW00012060,Andrew Wedge,,50 and above,New,2013-06-25,156,2,4812,5,5,5,2406.0,962.4
1062,AW00012061,Bryce Brooks,,50 and above,New,2013-09-29,153,4,140,10,8,8,35.0,17.5
1063,AW00012062,Edward Long,,50 and above,New,2014-01-13,149,2,87,3,3,11,43.5,7.91
1064,AW00012063,Xavier Martinez,,50 and above,New,2013-11-13,151,2,85,2,2,2,42.5,42.5
1065,AW00012064,John White,,50 and above,New,2013-11-28,151,2,122,5,5,8,61.0,15.25
1066,AW00012065,Isaiah Collins,,50 and above,New,2013-04-01,158,2,92,4,4,1,46.0,92.0
1067,AW00012066,Wyatt Powell,,50 and above,New,2013-09-18,153,2,85,2,2,6,42.5,14.17
1068,AW00012067,Aaron Bryant,,50 and above,New,2013-07-26,155,2,134,5,5,3,67.0,44.67
1069,AW00012068,Maria Jenkins,,50 and above,New,2013-11-26,151,2,94,3,3,4,47.0,23.5
1070,AW00012069,Garrett Kelly,,50 and above,VIP,2013-02-27,160,2,5897,4,4,16,2948.5,368.56
1071,AW00012070,Luke Ross,,50 and above,New,2013-12-26,150,2,85,2,2,1,42.5,85.0
1072,AW00012071,Robert Robinson,,50 and above,VIP,2013-02-17,160,2,5973,5,5,15,2986.5,398.2
1073,AW00012072,Tristan Ross,,50 and above,VIP,2013-03-12,159,2,5951,6,6,16,2975.5,371.94
1074,AW00012073,Thomas Rodriguez,,50 and above,New,2013-04-25,158,2,134,5,5,1,67.0,134.0
1075,AW00012074,Megan Jenkins,,50 and above,New,2013-10-26,152,4,261,13,10,2,65.25,130.5
1076,AW00012075,Cameron Griffin,,50 and above,VIP,2013-07-25,155,2,5933,3,3,20,2966.5,296.65
1077,AW00012076,Chloe Washington,,50 and above,VIP,2013-03-15,159,2,5873,2,2,16,2936.5,367.06
1078,AW00012077,Nicole Sandberg,,50 and above,Regular,2014-01-18,149,4,174,9,9,12,43.5,14.5
1079,AW00012078,Jose Edwards,,50 and above,VIP,2013-07-04,155,2,5975,4,4,20,2987.5,298.75
1080,AW00012079,Nathaniel Cooper,,50 and above,VIP,2013-07-02,155,2,6008,8,8,20,3004.0,300.4
1081,AW00012080,Grace Sanchez,,50 and above,New,2013-03-31,159,1,2355,2,2,0,2355.0,2355.0
1082,AW00012081,Kaitlyn Perez,,50 and above,New,2013-05-08,157,1,2367,3,3,0,2367.0,2367.0
1083,AW00012082,Lauren Sanchez,,50 and above,VIP,2013-03-25,159,2,5913,4,4,16,2956.5,369.56
1084,AW00012083,Kayla Alexander,,50 and above,VIP,2013-03-02,159,2,5993,3,3,16,2996.5,374.56
1085,AW00012084,Aidan Perry,,50 and above,VIP,2013-07-19,155,2,5985,6,6,20,2992.5,299.25
1086,AW00012085,Tyler Rodriguez,,50 and above,New,2013-08-24,154,2,108,5,5,2,54.0,54.0
1087,AW00012086,Emily Clark,,50 and above,New,2013-05-14,157,1,2295,1,1,0,2295.0,2295.0
1088,AW00012087,Sean Cook,,50 and above,New,2014-01-15,149,2,92,4,4,3,46.0,30.67
1089,AW00012088,Lauren Thompson,,50 and above,New,2014-01-25,149,2,171,6,5,1,85.5,171.0
1090,AW00012089,Nathaniel Richardson,,50 and above,New,2013-06-19,156,2,4710,4,4,4,2355.0,1177.5
1091,AW00012090,Savannah Carter,,50 and above,New,2013-05-08,157,1,2351,3,3,0,2351.0,2351.0
1092,AW00012091,Eddie Munoz,,50 and above,New,2013-09-02,153,2,84,4,4,7,42.0,12.0
1093,AW00012092,Austin White,,50 and above,New,2013-06-03,156,2,51,4,4,1,25.5,51.0
1094,AW00012093,Levi Chandra,,50 and above,New,2014-01-22,149,2,46,3,3,2,23.0,23.0
1095,AW00012094,Bailey Bailey,,50 and above,VIP,2013-07-25,155,2,5962,6,6,20,2981.0,298.1
1096,AW00012095,Austin Griffin,,50 and above,New,2013-08-03,154,2,57,4,4,3,28.5,19.0
1097,AW00012096,Caitlin Brooks,,50 and above,VIP,2013-07-20,155,2,5900,3,3,20,2950.0,295.0
1098,AW00012097,Sean Allen,,50 and above,New,2014-01-19,149,4,238,10,9,8,59.5,29.75
1099,AW00012098,Grace Clark,,50 and above,New,2013-12-11,150,2,84,4,4,11,42.0,7.64
1100,AW00012099,Sydney Hall,,50 and above,New,2013-11-05,151,2,44,2,2,7,22.0,6.29
1101,AW00012100,Jon Sun,,50 and above,New,2013-09-17,153,2,130,4,4,1,65.0,130.0
1102,AW00012101,Logan Patterson,,50 and above,New,2013-06-06,156,2,92,4,4,3,46.0,30.67
1103,AW00012102,Devin Simmons,,50 and above,VIP,2013-02-28,160,2,5903,4,4,15,2951.5,393.53
1104,AW00012103,Chloe White,,50 and above,VIP,2013-03-21,159,2,5997,6,6,16,2998.5,374.81
1105,AW00012104,Mariah Ross,,50 and above,VIP,2013-03-08,159,2,5908,3,3,17,2954.0,347.53
1106,AW00012105,Abigail Foster,,50 and above,VIP,2013-03-04,159,2,5993,3,3,16,2996.5,374.56
1107,AW00012106,Isaiah Baker,,50 and above,New,2013-10-12,152,4,169,7,6,4,42.25,42.25
1108,AW00012107,Nathan Gonzales,,50 and above,New,2013-07-29,155,4,222,8,7,5,55.5,44.4
1109,AW00012108,James Walker,,50 and above,VIP,2013-07-08,155,2,5946,5,5,20,2973.0,297.3
1110,AW00012109,Morgan Foster,,50 and above,VIP,2013-07-13,155,2,5930,4,4,20,2965.0,296.5
1111,AW00012110,Bianca Guo,,50 and above,VIP,2013-07-27,155,2,5888,4,4,20,2944.0,294.4
1112,AW00012111,Jacqueline Gonzales,,50 and above,New,2013-09-23,153,2,195,4,4,2,97.5,97.5
1113,AW00012112,Arianna Henderson,,50 and above,VIP,2013-03-18,159,2,5930,4,4,16,2965.0,370.63
1114,AW00012113,Nathan Hughes,,50 and above,New,2013-06-01,156,2,4737,5,5,4,2368.5,1184.25
1115,AW00012114,Charles Richardson,,50 and above,New,2013-06-28,156,2,4719,5,5,3,2359.5,1573.0
1116,AW00012115,Chloe Richardson,,50 and above,New,2013-06-21,156,2,90,3,3,0,45.0,90.0
1117,AW00012116,Amanda Gray,,50 and above,VIP,2013-03-22,159,2,5933,3,3,16,2966.5,370.81
1118,AW00012117,Cameron Yang,,50 and above,New,2013-12-18,150,2,160,3,3,4,80.0,40.0
1119,AW00012118,Miguel Sanchez,,50 and above,VIP,2013-07-28,155,2,6004,8,8,20,3002.0,300.2
1120,AW00012119,Keith Raje,,50 and above,New,2013-11-05,151,2,162,4,4,6,81.0,27.0
1121,AW00012120,Xavier Simmons,,50 and above,VIP,2013-07-29,155,2,5908,3,3,20,2954.0,295.4
1122,AW00012121,Logan Wilson,,50 and above,VIP,2013-07-29,155,2,5946,5,5,20,2973.0,297.3
1123,AW00012122,Destiny Coleman,,50 and above,New,2013-06-11,156,2,4814,5,5,3,2407.0,1604.67
1124,AW00012123,Wesley Liang,,50 and above,VIP,2013-11-20,151,4,5837,12,11,21,1459.25,277.95
1125,AW00012124,Brandi Gill,,50 and above,VIP,2013-10-07,152,5,13195,12,11,33,2639.0,399.85
1126,AW00012125,Diana Ortega,,50 and above,VIP,2013-11-17,151,4,8595,10,10,18,2148.75,477.5
1127,AW00012126,Tammy Raman,,50 and above,New,2013-08-15,154,2,81,4,4,4,40.5,20.25
1128,AW00012127,Grace Davis,,50 and above,New,2013-11-10,151,1,35,1,1,0,35.0,35.0
1129,AW00012128,Kristy Munoz,,50 and above,VIP,2013-12-04,150,4,8681,9,8,19,2170.25,456.89
1130,AW00012129,Wendy Alvarez,,50 and above,VIP,2013-12-25,150,4,8557,9,8,19,2139.25,450.37
1131,AW00012130,Suzanne Zhou,,50 and above,VIP,2013-11-14,151,4,7987,10,9,18,1996.75,443.72
1132,AW00012131,Randall Dominguez,,50 and above,VIP,2013-10-10,152,5,13265,11,11,32,2653.0,414.53
1133,AW00012132,Kaitlyn Henderson,,50 and above,VIP,2013-10-17,152,5,13294,14,13,33,2658.8,402.85
1134,AW00012133,Colleen Xie,,50 and above,VIP,2013-12-01,150,4,5830,10,9,22,1457.5,265.0
1135,AW00012134,Hector Alonso,,50 and above,New,2013-10-09,152,2,97,5,5,3,48.5,32.33
1136,AW00012135,Fernando Taylor,,50 and above,New,2013-07-01,155,2,85,2,2,2,42.5,42.5
1137,AW00012136,Blake Turner,,50 and above,New,2014-01-23,149,4,181,10,10,9,45.25,20.11
1138,AW00012137,Jack Green,,50 and above,New,2013-05-11,157,2,92,4,4,2,46.0,46.0
1139,AW00012138,Colin Jai,,50 and above,New,2013-08-31,154,2,120,5,5,0,60.0,120.0
1140,AW00012139,Franklin Yang,,50 and above,New,2013-12-20,150,2,103,4,4,5,51.5,20.6
1141,AW00012140,Oscar Russell,,50 and above,New,2013-10-29,152,4,118,10,8,4,29.5,29.5
1142,AW00012141,Kaitlyn Lee,,50 and above,VIP,2013-03-10,159,2,5979,5,5,16,2989.5,373.69
1143,AW00012142,Gabriella Torres,,50 and above,VIP,2013-03-02,159,2,5945,6,6,16,2972.5,371.56
1144,AW00012143,Logan Turner,,50 and above,VIP,2013-03-19,159,2,5993,3,3,16,2996.5,374.56
1145,AW00012144,Kelly Jenkins,,50 and above,New,2013-11-05,151,2,50,4,4,8,25.0,6.25
1146,AW00012145,Brandon Butler,,50 and above,New,2013-12-31,150,2,133,5,5,1,66.5,133.0
1147,AW00012146,Xavier Thomas,,50 and above,New,2013-11-08,151,2,227,6,6,5,113.5,45.4
1148,AW00012147,Taylor Patterson,,50 and above,New,2013-11-13,151,4,271,13,10,5,67.75,54.2
1149,AW00012148,Gabrielle Morris,,50 and above,New,2013-12-30,150,2,83,4,4,1,41.5,83.0
1150,AW00012149,Bailey Scott,,50 and above,New,2014-01-08,149,2,83,4,4,8,41.5,10.38
1151,AW00012150,Logan Wang,,50 and above,New,2013-09-04,153,2,43,2,2,1,21.5,43.0
1152,AW00012151,Steven Kelly,,50 and above,VIP,2013-03-06,159,2,5895,3,3,16,2947.5,368.44
1153,AW00012152,Adrian Ramirez,,50 and above,VIP,2013-03-07,159,2,5937,5,5,17,2968.5,349.24
1154,AW00012153,Kaitlyn Bailey,,50 and above,VIP,2013-03-04,159,2,5938,5,5,16,2969.0,371.13
1155,AW00012154,Hailey Adams,,50 and above,New,2013-07-23,155,2,4798,5,5,4,2399.0,1199.5
1156,AW00012155,Gabriella Lopez,,50 and above,VIP,2013-03-26,159,2,5930,4,4,16,2965.0,370.63
1157,AW00012156,Bonnie Raji,,50 and above,VIP,2013-03-04,159,2,5920,3,3,16,2960.0,370.0
1158,AW00012157,William White,,50 and above,New,2013-11-29,151,2,43,2,2,6,21.5,7.17
1159,AW00012158,Kyle Phillips,,50 and above,New,2013-12-12,150,4,202,11,7,3,50.5,67.33
1160,AW00012159,Kaitlyn Scott,,50 and above,New,2014-01-15,149,4,259,12,8,11,64.75,23.55
1161,AW00012160,Jaclyn Zhang,,50 and above,VIP,2013-03-08,159,2,5945,4,4,16,2972.5,371.56
1162,AW00012161,Alexandria Rogers,,50 and above,New,2013-11-25,151,2,207,4,4,8,103.5,25.88
1163,AW00012162,Luke Mitchell,,50 and above,VIP,2013-03-25,159,2,5913,4,4,16,2956.5,369.56
1164,AW00012163,Aaron Wang,,50 and above,VIP,2013-03-04,159,2,5944,4,4,16,2972.0,371.5
1165,AW00012164,Noah Butler,,50 and above,VIP,2013-03-01,159,2,5908,3,3,16,2954.0,369.25
1166,AW00012165,Caleb Flores,,50 and above,New,2013-07-05,155,4,280,13,11,6,70.0,46.67
1167,AW00012166,Jared Rogers,,50 and above,New,2013-11-11,151,4,162,9,8,4,40.5,40.5
1168,AW00012167,Sebastian Stewart,,50 and above,VIP,2013-03-13,159,2,5975,4,4,17,2987.5,351.47
1169,AW00012168,Hunter Jackson,,50 and above,New,2013-08-23,154,2,73,4,3,6,36.5,12.17
1170,AW00012169,Abigail Howard,,50 and above,VIP,2013-03-18,159,2,5948,5,5,17,2974.0,349.88
1171,AW00012170,Sara Reed,,50 and above,VIP,2013-03-08,159,2,5908,3,3,16,2954.0,369.25
1172,AW00012171,Alyssa Cooper,,50 and above,VIP,2013-03-07,159,2,5984,4,4,16,2992.0,374.0
1173,AW00012172,Eduardo Alexander,,50 and above,VIP,2013-03-18,159,2,5930,4,4,16,2965.0,370.63
1174,AW00012173,Dalton Edwards,,50 and above,VIP,2013-03-05,159,2,5929,4,4,16,2964.5,370.56
1175,AW00012174,Charles Phillips,,50 and above,VIP,2013-03-22,159,2,5873,2,2,15,2936.5,391.53
1176,AW00012175,Luke Powell,,50 and above,New,2013-11-20,151,2,155,2,2,0,77.5,155.0
1177,AW00012176,Cody James,,50 and above,New,2014-01-14,149,2,162,4,4,11,81.0,14.73
1178,AW00012177,Kevin Campbell,,50 and above,New,2013-07-18,155,2,4811,8,8,4,2405.5,1202.75
1179,AW00012178,Ethan Shan,,50 and above,VIP,2013-03-02,159,2,5933,3,3,15,2966.5,395.53
1180,AW00012179,Alexis Jones,,50 and above,VIP,2013-07-08,155,2,5913,4,4,19,2956.5,311.21
1181,AW00012180,Holly Mehta,,50 and above,VIP,2013-07-04,155,2,5930,4,4,19,2965.0,312.11
1182,AW00012181,Katelyn Sanders,,50 and above,VIP,2013-03-12,159,2,5959,4,4,15,2979.5,397.27
1183,AW00012182,Erin Torres,,50 and above,New,2013-10-22,152,4,87,6,5,7,21.75,12.43
1184,AW00012183,Emily Robinson,,50 and above,New,2013-07-09,155,4,229,10,8,5,57.25,45.8
1185,AW00012184,Isaiah Perez,,50 and above,VIP,2013-03-18,159,2,5875,3,3,15,2937.5,391.67
1186,AW00012185,Kaitlyn Patterson,,50 and above,New,2013-04-15,158,2,50,4,4,1,25.0,50.0
1187,AW00012186,Bryant Srini,,50 and above,VIP,2013-03-08,159,2,5913,4,4,15,2956.5,394.2
1188,AW00012187,Ruben Subram,,50 and above,VIP,2013-03-11,159,2,5908,3,3,15,2954.0,393.87
1189,AW00012188,Ashley Thomas,,50 and above,VIP,2013-03-10,159,2,5933,3,3,15,2966.5,395.53
1190,AW00012189,Sophia Wright,,50 and above,VIP,2013-03-17,159,2,5950,4,4,15,2975.0,396.67
1191,AW00012190,Justin Gonzales,,50 and above,VIP,2013-03-04,159,2,5890,5,5,15,2945.0,392.67
1192,AW00012191,Melissa Washington,,50 and above,New,2013-09-28,153,2,246,5,5,5,123.0,49.2
1193,AW00012192,Jocelyn Hayes,,50 and above,New,2013-12-22,150,2,160,3,3,8,80.0,20.0
1194,AW00012193,Caleb Simmons,,50 and above,New,2013-07-07,155,2,4833,6,6,4,2416.5,1208.25
1195,AW00012194,Destiny Foster,,50 and above,New,2013-05-09,157,2,83,4,4,1,41.5,83.0
1196,AW00012195,Erin Morris,,50 and above,New,2013-07-27,155,2,124,5,5,2,62.0,62.0
1197,AW00012196,Alexis Miller,,50 and above,New,2014-01-13,149,4,160,8,6,9,40.0,17.78
1198,AW00012197,Adam Hernandez,,50 and above,New,2013-05-07,157,2,48,3,3,3,24.0,16.0
1199,AW00012198,Noah Scott,,50 and above,VIP,2013-07-09,155,2,5969,7,7,19,2984.5,314.16
1200,AW00012199,Christina Richardson,,50 and above,New,2013-11-13,151,2,195,4,4,5,97.5,39.0
1201,AW00012200,Rafael Sharma,,50 and above,VIP,2013-03-09,159,2,5935,4,4,15,2967.5,395.67
1202,AW00012201,Mindy Yuan,,50 and above,New,2013-08-09,154,2,58,5,4,2,29.0,29.0
1203,AW00012202,Xavier Ross,,50 and above,New,2013-10-04,152,4,171,13,8,8,42.75,21.38
1204,AW00012203,Zachary Hughes,,50 and above,New,2014-01-05,149,4,200,12,10,6,50.0,33.33
1205,AW00012204,Bradley Jai,,50 and above,New,2013-06-22,156,2,120,7,7,5,60.0,24.0
1206,AW00012205,Madison Long,,50 and above,New,2013-12-30,150,2,51,4,4,2,25.5,25.5
1207,AW00012206,Sierra Parker,,50 and above,VIP,2013-03-08,159,2,5908,3,3,15,2954.0,393.87
1208,AW00012207,Samuel Hill,,50 and above,VIP,2013-04-11,158,2,5875,3,3,16,2937.5,367.19
1209,AW00012208,Dominique Sanchez,,50 and above,VIP,2013-04-16,158,2,5954,5,5,16,2977.0,372.13
1210,AW00012209,Mindy Jai,,50 and above,VIP,2013-04-21,158,2,5908,3,3,16,2954.0,369.25
1211,AW00012210,Alan He,,50 and above,VIP,2013-11-11,151,3,6825,6,5,20,2275.0,341.25
1212,AW00012211,Victor Romero,,50 and above,VIP,2013-07-15,155,2,5908,3,3,28,2954.0,211.0
1213,AW00012212,Shawna Xie,,50 and above,VIP,2013-07-07,155,2,5898,2,2,28,2949.0,210.64
1214,AW00012213,Alejandro Lal,,50 and above,New,2013-04-01,158,2,4419,5,5,11,2209.5,401.73
1215,AW00012214,Julie Raje,,50 and above,VIP,2013-12-17,150,3,6803,8,8,21,2267.67,323.95
1216,AW00012215,Karla She,,50 and above,VIP,2013-12-21,150,3,6890,9,9,21,2296.67,328.1
1217,AW00012216,Gerald Rodriguez,,50 and above,VIP,2013-12-17,150,3,6955,9,8,21,2318.33,331.19
1218,AW00012217,Kyle Roberts,,50 and above,VIP,2013-07-07,155,2,5873,2,2,28,2936.5,209.75
1219,AW00012218,Mitchell Xu,,50 and above,New,2013-04-25,158,2,4472,5,4,11,2236.0,406.55
1220,AW00012219,Kurt Nara,,50 and above,VIP,2013-07-27,155,2,5967,5,5,28,2983.5,213.11
1221,AW00012220,Virginia Sara,,50 and above,VIP,2013-07-29,155,2,5950,4,4,28,2975.0,212.5
1222,AW00012221,Brandi Ruiz,,50 and above,VIP,2013-07-20,155,2,5968,4,4,28,2984.0,213.14
1223,AW00012222,Jenny Xu,,50 and above,VIP,2013-12-07,150,3,6909,8,7,21,2303.0,329.0
1224,AW00012223,Felicia Vazquez,,50 and above,New,2013-08-08,154,1,35,1,1,0,35.0,35.0
1225,AW00012224,Tristan Henderson,,50 and above,New,2013-11-15,151,1,85,2,2,0,85.0,85.0
1226,AW00012225,Kathleen Ortega,,50 and above,Regular,2013-05-15,157,2,4381,4,4,12,2190.5,365.08
1227,AW00012226,Faith Ward,,50 and above,Regular,2013-05-02,157,2,4368,5,5,12,2184.0,364.0
1228,AW00012227,Kelsey Raje,,50 and above,New,2013-04-29,158,1,44,2,2,0,44.0,44.0
1229,AW00012228,Mayra Martinez,,50 and above,New,2013-05-21,157,2,4401,3,3,11,2200.5,400.09
1230,AW00012229,Kari Gomez,,50 and above,New,2013-05-23,157,2,4415,4,4,11,2207.5,401.36
1231,AW00012230,Wesley Zheng,,50 and above,Regular,2013-06-14,156,2,4401,4,4,12,2200.5,366.75
1232,AW00012231,Isabelle Patterson,,50 and above,Regular,2013-06-22,156,2,4354,3,2,12,2177.0,362.83
1233,AW00012232,Sean Hernandez,,50 and above,Regular,2013-06-10,156,2,4376,3,3,12,2188.0,364.67
1234,AW00012233,Jerry Yuan,,50 and above,New,2014-01-17,149,1,35,1,1,0,35.0,35.0
1235,AW00012234,Clarence Zeng,,50 and above,New,2013-04-26,158,1,35,1,1,0,35.0,35.0
1236,AW00012235,Donna Rai,,50 and above,New,2013-07-06,155,2,62,4,4,4,31.0,15.5
1237,AW00012236,Kendra Gill,,50 and above,New,2013-07-13,155,1,35,1,1,0,35.0,35.0
1238,AW00012237,Ruth Madan,,50 and above,Regular,2013-06-02,156,2,4470,5,5,12,2235.0,372.5
1239,AW00012238,Monica Raman,,50 and above,New,2013-07-09,155,1,35,1,1,0,35.0,35.0
1240,AW00012239,Alberto Ramos,,50 and above,VIP,2013-12-17,150,3,6901,8,7,21,2300.33,328.62
1241,AW00012240,Clayton Sharma,,50 and above,Regular,2013-06-03,156,2,3965,2,2,18,1982.5,220.28
1242,AW00012241,Kristine Sandberg,,50 and above,Regular,2013-06-20,156,2,3989,4,4,18,1994.5,221.61
1243,AW00012242,Gilbert Liang,,50 and above,Regular,2013-06-11,156,2,3949,3,3,18,1974.5,219.39
1244,AW00012243,Kristy Rubio,,50 and above,Regular,2013-06-19,156,2,3915,2,2,18,1957.5,217.5
1245,AW00012244,Amy Huang,,50 and above,New,2013-05-17,157,2,115,4,4,3,57.5,38.33
1246,AW00012245,Francisco Gonzalez,,50 and above,Regular,2013-06-13,156,2,3967,4,4,18,1983.5,220.39
1247,AW00012246,Shawn Luo,,50 and above,Regular,2013-06-16,156,2,3947,5,5,18,1973.5,219.28
1248,AW00012247,Brandy Raman,,50 and above,New,2013-05-03,157,2,77,3,3,3,38.5,25.67
1249,AW00012248,Devin Taylor,,50 and above,Regular,2013-07-10,155,2,3940,2,2,19,1970.0,207.37
1250,AW00012249,Jessie Cai,,50 and above,New,2013-10-21,152,2,115,4,4,7,57.5,16.43
1251,AW00012250,Andrea Collins,,50 and above,Regular,2013-07-10,155,2,3965,2,2,19,1982.5,208.68
1252,AW00012251,Troy Suri,,50 and above,Regular,2013-07-19,155,2,3925,3,3,19,1962.5,206.58
1253,AW00012252,Omar Liu,,50 and above,Regular,2013-07-25,155,2,3939,5,5,19,1969.5,207.32
1254,AW00012253,Jenny Sun,,50 and above,Regular,2013-07-16,155,2,4067,6,6,19,2033.5,214.05
1255,AW00012254,Calvin Deng,,50 and above,VIP,2013-07-29,155,2,5968,5,5,28,2984.0,213.14
1256,AW00012255,Robyn Alvarez,,50 and above,VIP,2013-07-20,155,2,5883,3,3,28,2941.5,210.11
1257,AW00012256,Wendy Ramos,,50 and above,VIP,2013-08-16,154,2,5953,3,3,29,2976.5,205.28
1258,AW00012257,Ross Ruiz,,50 and above,New,2013-12-05,150,1,50,1,1,0,50.0,50.0
1259,AW00012258,Jamie Li,,50 and above,New,2013-10-01,152,1,50,1,1,0,50.0,50.0
1260,AW00012259,Cindy Madan,,50 and above,New,2013-06-19,156,2,86,5,5,3,43.0,28.67
